acquisition_id,instrument_id,family,product,variable,role,sensor_time_utc,timestamp_original,timestamp_original_units,offset_seconds,interval_distance_seconds,observation_duration_seconds,interval_start_utc,interval_end_utc,units,value,tensor_pointer,original_sample_index,position_id,status,within_tolerance,representative_eligible,qc_flag,valid_fraction,interpretation,duplicate_status
COSMO_1942455,FRF:waverider-17m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/waverider-17m/2021/FRF-ocean_waves_waverider-17m_202106.nc,waveHs,nearest_context,2021-06-09T18:30:00.000003+00:00,1623263400.0000033,seconds since 1970-01-01 00:00:00,-1787090.3079967499,,1800,,,m,0.47502896,waves__waverider-17m__2f2b81a6d78b/variables/waveHs/412,412,position_d1c8820d64d345f691e48f9f,qc_unknown,False,False,,1.0,Significant wave height computed for spectral frquencies between 0.04 and 0.5 Hz,unique
COSMO_1942455,FRF:waverider-17m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/waverider-17m/2021/FRF-ocean_waves_waverider-17m_202106.nc,waveTp,nearest_context,2021-06-09T18:30:00.000003+00:00,1623263400.0000033,seconds since 1970-01-01 00:00:00,-1787090.3079967499,,1800,,,s,8.213552,waves__waverider-17m__2f2b81a6d78b/variables/waveTp/412,412,position_d1c8820d64d345f691e48f9f,qc_unknown,False,False,,1.0,Period of a parobolic fit to the peak of the energy density spectrum using the peak and two surrounding points.  Computed for wave periods between 2 and 25 seconds,unique
COSMO_1942455,FRF:waverider-17m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/waverider-17m/2021/FRF-ocean_waves_waverider-17m_202106.nc,waveTm,nearest_context,2021-06-09T18:30:00.000003+00:00,1623263400.0000033,seconds since 1970-01-01 00:00:00,-1787090.3079967499,,1800,,,s,7.0499377,waves__waverider-17m__2f2b81a6d78b/variables/waveTm/412,412,position_d1c8820d64d345f691e48f9f,qc_unknown,False,False,,1.0,Period for the mean of the energy density spectrum,unique
COSMO_1942455,FRF:waverider-17m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/waverider-17m/2021/FRF-ocean_waves_waverider-17m_202106.nc,wavePeakDirectionPeakFrequency,nearest_context,2021-06-09T18:30:00.000003+00:00,1623263400.0000033,seconds since 1970-01-01 00:00:00,-1787090.3079967499,,1800,,,degree,120.0,waves__waverider-17m__2f2b81a6d78b/variables/wavePeakDirectionPeakFrequency/412,412,position_d1c8820d64d345f691e48f9f,qc_unknown,False,False,,1.0,Wave direction is from true north (MET convention),unique
COSMO_1942455,FRF:waverider-17m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/waverider-17m/2021/FRF-ocean_waves_waverider-17m_202106.nc,waveMeanDirection,nearest_context,2021-06-09T18:30:00.000003+00:00,1623263400.0000033,seconds since 1970-01-01 00:00:00,-1787090.3079967499,,1800,,,degree,124.82897,waves__waverider-17m__2f2b81a6d78b/variables/waveMeanDirection/412,412,position_d1c8820d64d345f691e48f9f,qc_unknown,False,False,,1.0,"Wave direction is from true north (MET convention), energy weighted over and computed from a1 & b1",unique
COSMO_1942455,FRF:waverider-17m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/waverider-17m/2021/FRF-ocean_waves_waverider-17m_202106.nc,directionalPeakSpread,nearest_context,2021-06-09T18:30:00.000003+00:00,1623263400.0000033,seconds since 1970-01-01 00:00:00,-1787090.3079967499,,1800,,,deg,23.318367,waves__waverider-17m__2f2b81a6d78b/variables/directionalPeakSpread/412,412,position_d1c8820d64d345f691e48f9f,qc_unknown,False,False,,1.0,Directional spread at peak frequency with cos(2*theta) circular moments,unique
COSMO_1942455,FRF:awac-11m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202106.nc,waveHs,nearest_context,2021-06-30T11:00:00.500001+00:00,1625050800.5000007,seconds since 1970-01-01 00:00:00,310.1920006275177,,,,,m,0.39770204,waves__awac-11m__f54f96bb0374/variables/waveHs/424,424,position_6ce56894d631f853895e18f3,qc_unknown,True,False,,1.0,Significant wave height computed for spectral frquencies between 0.04 and 0.5 Hz,unique
COSMO_1942455,FRF:awac-11m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202106.nc,waveTp,nearest_context,2021-06-30T11:00:00.500001+00:00,1625050800.5000007,seconds since 1970-01-01 00:00:00,310.1920006275177,,,,,s,6.6445184,waves__awac-11m__f54f96bb0374/variables/waveTp/424,424,position_6ce56894d631f853895e18f3,qc_unknown,True,False,,1.0,Period of a parobolic fit to the peak of the energy density spectrum using the peak and two surrounding points.  Computed for wave periods between 2 and 25 seconds,unique
COSMO_1942455,FRF:awac-11m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202106.nc,waveTm,nearest_context,2021-06-30T11:00:00.500001+00:00,1625050800.5000007,seconds since 1970-01-01 00:00:00,310.1920006275177,,,,,s,6.902499,waves__awac-11m__f54f96bb0374/variables/waveTm/424,424,position_6ce56894d631f853895e18f3,qc_unknown,True,False,,1.0,Period for the mean of the energy density spectrum,unique
COSMO_1942455,FRF:awac-11m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202106.nc,wavePeakDirectionPeakFrequency,nearest_context,2021-06-30T11:00:00.500001+00:00,1625050800.5000007,seconds since 1970-01-01 00:00:00,310.1920006275177,,,,,degree,85.0,waves__awac-11m__f54f96bb0374/variables/wavePeakDirectionPeakFrequency/424,424,position_6ce56894d631f853895e18f3,qc_unknown,True,False,,1.0,Wave direction is from true north (MET convention),unique
